"","pr","X0"
"1706",4086,0
"1707",4087,0
"1708",4088,0
"1709",4089,0
"1710",4092,0
"1711",4093,0
"1712",4096,0
"1713",4097,0
"1714",4098,0
"1715",4099,0
"1716",4101,0
"1717",4113,0
"1718",4114,0
"1719",4115,0
"1720",4117,0
"1721",4118,0
"1722",4120,0
"1723",4122,0
"1724",4126,0
"1725",4129,0
"1726",4130,0
"1727",4132,0
"1728",4134,0
"1729",4143,0
"1730",4148,0
"1731",4149,0
"1732",4159,0
"1733",4161,0
"1734",4164,0
"1735",4165,0
"1736",4166,0
"1737",4167,0
"1738",4168,0
"1739",4169,0
"1740",4170,0
"1741",4171,0
"1742",4172,0
"1743",4173,0
"1744",4174,0
"1745",4175,0
"1746",4176,0
"1747",4177,0
"1748",4183,0
"1749",4186,0
"1750",4187,0
"1751",4190,0
"1752",4192,0
"1753",4194,0
"1754",4195,0
"1755",4196,0
"1756",4197,0
"1757",4198,0
"1758",4199,0
"1759",4201,0
"1760",4202,0
"1761",4206,0
"1762",4207,0
"1763",4209,0
"1764",4214,0
"1765",4215,0
"1766",4218,0
"1767",4219,0
"1768",4220,0
"1769",4221,0
"1770",4222,0
"1771",4223,0
"1772",4224,0
"1773",4228,0
"1774",4229,0
"1775",4235,0
"1776",4236,0
"1777",4237,0
"1778",4238,0
"1779",4239,0
"1780",4241,0
"1781",4242,0
"1782",4243,0
"1783",4244,0
"1784",4247,0
"1785",4250,0
"1786",4256,0
"1787",4257,0
"1788",4262,0
"1789",4267,0
"1790",4269,0
"1791",4271,0
"1792",4272,0
"1793",4273,0
"1794",4279,0
"1795",4285,0
"1796",4287,0
"1797",4288,0
"1798",4292,0
"1799",4293,0
"1800",4294,0
"1801",4295,0
"1802",4296,0
"1803",4297,0
"1804",4301,0
"1805",4310,0
"1806",4315,0
"1807",4318,0
"1808",4321,0
"1809",4322,0
"1810",4323,0
"1811",4324,0
"1812",4328,0
"1813",4329,0
"1814",4330,0
"1815",4331,0
"1816",4332,0
"1817",4339,0
"1818",4342,0
"1819",4343,0
"1820",4344,0
"1821",4345,0
"1822",4347,0
"1823",4348,0
"1824",4349,0
"1825",4352,0
"1826",4353,0
"1827",4356,0
"1828",4357,0
"1829",4362,0
"1830",4364,0
"1831",4365,0
"1832",4370,0
"1833",4371,0
"1834",4373,0
"1835",4380,0
"1836",4382,0
"1837",4383,0
"1838",4384,0
"1839",4385,0
"1840",4388,0
"1841",4391,0
"1842",4393,0
"1843",4399,0
"1844",4401,0
"1845",4403,0
"1846",4407,0
"1847",4409,0
"1848",4414,0
"1849",4417,0
"1850",4427,0
"1851",4430,0
"1852",4437,0
"1853",4438,0
"1854",4440,0
"1855",4441,0
"1856",4442,0
"1857",4447,0
"1858",4449,0
"1859",4456,0
"1860",4458,0
"1861",4459,0
"1862",4469,0
"1863",4471,0
"1864",4472,0
"1865",4473,0
"1866",4474,0
"1867",4475,0
"1868",4476,0
"1869",4477,0
"1870",4478,0
"1871",4479,0
"1872",4480,0
"1873",4481,0
"1874",4482,0
"1875",4485,0
"1876",4489,0
"1877",4490,0
"1878",4491,0
"1879",4493,0
"1880",4494,0
"1881",4495,0
"1882",4496,0
"1883",4497,0
"1884",4500,0
"1885",4501,0
"1886",4506,0
"1887",4508,0
"1888",4509,0
"1889",4516,0
"1890",4517,0
"1891",4521,0
"1892",4522,0
"1893",4523,0
"1894",4525,0
"1895",4526,0
"1896",4527,0
"1897",4529,0
"1898",4530,0
"1899",4532,0
"1900",4534,0
"1901",4535,0
"1902",4537,0
"1903",4539,0
"1904",4544,0
"1905",4548,0
"1906",4557,0
"1907",4558,0
"1908",4563,0
"1909",4564,0
"1910",4566,0
"1911",4567,0
"1912",4568,0
"1913",4569,0
"1914",4570,0
"1915",4571,0
"1916",4573,0
"1917",4574,0
"1918",4575,0
"1919",4576,0
"1920",4579,0
"1921",4580,0
"1922",4582,0
"1923",4583,0
"1924",4584,0
"1925",4585,0
"1926",4586,0
"1927",4588,0
"1928",4590,0
"1929",4591,0
"1930",4593,0
"1931",4594,0
"1932",4597,0
"1933",4598,0
"1934",4600,0
"1935",4603,0
"1936",4606,0
"1937",4609,0
"1938",4610,0
"1939",4611,0
"1940",4612,0
"1941",4614,0
"1942",4616,0
"1943",4621,0
"1944",4622,0
"1945",4625,0
"1946",4628,0
"1947",4629,0
"1948",4630,0
"1949",4631,0
"1950",4632,0
"1951",4633,0
"1952",4641,0
"1953",4643,0
"1954",4645,0
"1955",4652,0
"1956",4654,0
"1957",4655,0
"1958",4659,0
"1959",4661,0
"1960",4664,0
"1961",4665,0
"1962",4666,0
"1963",4667,0
"1964",4668,0
"1965",4669,0
"1966",4670,0
"1967",4671,0
"1968",4672,0
"1969",4673,0
"1970",4674,0
"1971",4676,0
"1972",4677,0
"1973",4678,0
"1974",4679,0
"1975",4680,0
"1976",4681,0
"1977",4682,0
"1978",4683,0
"1979",4684,0
"1980",4685,0
"1981",4686,0
"1982",4687,0
"1983",4688,0
"1984",4689,0
"1985",4690,0
"1986",4691,0
"1987",4699,0
"1988",4703,0
"1989",4709,0
"1990",4714,0
"1991",4719,0
"1992",4724,0
"1993",4728,0
"1994",4733,0
"1995",4734,0
"1996",4735,0
"1997",4736,0
"1998",4737,0
"1999",4745,0
"2000",4751,0
"2001",4752,0
"2002",4754,0
"2003",4755,0
"2004",4756,0
"2005",4762,0
"2006",4763,0
"2007",4764,0
"2008",4765,0
"2009",4778,0
"2010",4781,0
"2011",4782,0
"2012",4783,0
"2013",4785,0
"2014",4786,0
"2015",4788,0
"2016",4789,0
"2017",4790,0
"2018",4793,0
"2019",4795,0
"2020",4796,0
"2021",4800,0
"2022",4802,0
"2023",4804,0
"2024",4805,0
"2025",4808,0
"2026",4809,0
"2027",4810,0
"2028",4811,0
"2029",4812,0
"2030",4814,0
"2031",4816,0
"2032",4817,0
"2033",4819,0
"2034",4820,0
"2035",4824,0
"2036",4826,0
"2037",4827,0
"2038",4829,0
"2039",4831,0
"2040",4836,0
"2041",4837,0
"2042",4840,0
"2043",4841,0
"2044",4842,0
"2045",4843,0
"2046",4844,0
"2047",4845,0
"2048",4846,0
"2049",4854,0
"2050",4857,0
"2051",4859,0
"2052",4861,0
"2053",4862,0
"2054",4864,0
"2055",4868,0
"2056",4869,0
"2057",4870,0
"2058",4873,0
"2059",4874,0
"2060",4877,0
"2061",4880,0
"2062",4886,0
"2063",4905,0
"2064",4906,0
"2065",4907,0
"2066",4908,0
"2067",4909,0
"2068",4911,0
"2069",4912,0
"2070",4913,0
"2071",4919,0
"2072",4923,0
"2073",4925,0
"2074",4929,0
"2075",4930,0
"2076",4932,0
"2077",4936,0
"2078",4937,0
"2079",4938,0
"2080",4939,0
"2081",4940,0
"2082",4941,0
"2083",4942,0
"2084",4947,0
"2085",4948,0
"2086",4949,0
"2087",4952,0
"2088",4954,0
"2089",4958,0
"2090",4959,0
"2091",4961,0
"2092",4963,0
"2093",4969,0
"2094",4972,0
"2095",4977,0
"2096",4982,0
"2097",4987,0
"2098",4990,0
"2099",4995,0
"2100",4997,0
"2101",4998,0
"2102",5000,0
"2103",5002,0
"2104",5003,0
"2105",5004,0
"2106",5012,0
"2107",5013,0
"2108",5015,0
"2109",5016,0
"2110",5017,0
"2111",5018,0
"2112",5019,0
"2113",5020,0
"2114",5021,0
"2115",5022,0
"2116",5023,0
"2117",5028,0
"2118",5029,0
"2119",5030,0
"2120",5031,0
"2121",5035,0
"2122",5036,0
"2123",5037,0
"2124",5038,0
"2125",5041,0
"2126",5043,0
"2127",5044,0
"2128",5045,0
"2129",5046,0
"2130",5050,0
"2131",5052,0
"2132",5053,0
"2133",5063,0
"2134",5064,0
"2135",5065,0
"2136",5066,0
"2137",5069,0
"2138",5071,0
"2139",5078,0
"2140",5079,0
"2141",5083,0
"2142",5084,0
"2143",5085,0
"2144",5087,0
"2145",5088,0
"2146",5099,0
"2147",5100,0
"2148",5102,0
"2149",5105,0
"2150",5106,0
"2151",5108,0
"2152",5109,0
"2153",5119,0
"2154",5124,0
"2155",5126,0
"2156",5127,0
"2157",5128,0
"2158",5129,0
"2159",5130,0
"2160",5133,0
"2161",5140,0
"2162",5149,0
"2163",5151,0
"2164",5152,0
"2165",5156,0
"2166",5159,0
"2167",5160,0
"2168",5161,0
"2169",5162,0
"2170",5163,0
"2171",5164,0
"2172",5165,0
"2173",5169,0
"2174",5175,0
"2175",5176,0
"2176",5193,0
"2177",5194,0
"2178",5198,0
"2179",5207,0
"2180",5208,0
"2181",5220,0
"2182",5221,0
"2183",5222,0
"2184",5223,0
"2185",5226,0
"2186",5244,0
"2187",5245,0
"2188",5246,0
"2189",5248,0
"2190",5250,0
"2191",5252,0
"2192",5253,0
"2193",5254,0
"2194",5255,0
"2195",5256,0
"2196",5257,0
"2197",5258,0
"2198",5260,0
"2199",5261,0
"2200",5262,0
"2201",5263,0
"2202",5275,0
"2203",5277,0
"2204",5278,0
"2205",5284,0
"2206",5285,0
"2207",5290,0
"2208",5295,0
"2209",5296,0
"2210",5297,0
"2211",5299,0
"2212",5303,0
"2213",5304,0
"2214",5307,0
"2215",5314,0
"2216",5327,0
"2217",5348,0
"2218",5349,0
"2219",5350,0
"2220",5353,0
"2221",5357,0
"2222",5359,0
"2223",5362,0
"2224",5368,0
"2225",5369,0
"2226",5373,0
"2227",5374,0
"2228",5375,0
"2229",5383,0
"2230",5384,0
"2231",5386,0
"2232",5398,0
"2233",5399,0
"2234",5401,0
"2235",5411,0
"2236",5412,0
"2237",5413,0
"2238",5417,0
"2239",5418,0
"2240",5419,0
"2241",5424,0
"2242",5428,0
"2243",5440,0
"2244",5446,0
"2245",5447,0
"2246",5449,0
"2247",5458,0
"2248",5460,0
"2249",5461,0
"2250",5462,0
"2251",5463,0
"2252",5464,0
"2253",5465,0
"2254",5466,0
"2255",5467,0
"2256",5468,0
"2257",5469,0
"2258",5474,0
"2259",5475,0
"2260",5476,0
"2261",5478,0
"2262",5479,0
"2263",5484,0
"2264",5485,0
"2265",5486,0
"2266",5496,0
"2267",5498,0
"2268",5499,0
"2269",5500,0
"2270",5502,0
"2271",5504,0
"2272",5505,0
"2273",5506,0
"2274",5507,0
"2275",5508,0
"2276",5509,0
"2277",5510,0
"2278",5516,0
"2279",5520,0
"2280",5522,0
"2281",5523,0
"2282",5526,0
"2283",5527,0
"2284",5529,0
"2285",5532,0
"2286",5537,0
"2287",5540,0
"2288",5546,0
"2289",5547,0
"2290",5550,0
"2291",5551,0
"2292",5552,0
"2293",5555,0
"2294",5557,0
"2295",5561,0
"2296",5562,0
"2297",5577,0
"2298",5579,0
"2299",5580,0
"2300",5591,0
"2301",5602,0
"2302",5603,0
"2303",5604,0
"2304",5605,0
"2305",5607,0
"2306",5610,0
"2307",5611,0
"2308",5615,0
"2309",5616,0
"2310",5617,0
"2311",5622,0
"2312",5626,0
"2313",5632,0
"2314",5633,0
"2315",5637,0
"2316",5638,0
"2317",5639,0
"2318",5643,0
"2319",5645,0
"2320",5650,0
"2321",5651,0
"2322",5653,0
"2323",5654,0
"2324",5657,0
"2325",5658,0
"2326",5660,0
"2327",5661,0
"2328",5662,0
"2329",5664,0
"2330",5675,0
"2331",5677,0
"2332",5679,0
"2333",5681,0
"2334",5689,0
"2335",5698,0
"2336",5699,0
"2337",5700,0
"2338",5701,0
"2339",5703,0
"2340",5704,0
"2341",5707,0
"2342",5708,0
"2343",5713,0
"2344",5719,0
